kanji,top_reading,top_count,alt_readings_json
研鑽,けんさん,1,{}
一場面,いちばめん,1,{}
冥界,めいかい,1,{}
休息所,きゅうそくじょ,1,{}
流行語,りゅうこうご,1,{}
棘,なつめ,1,{}
亀裂,きれつ,1,{}
樹医,じゅい,1,{}
緊急時,きんきゅうじ,1,{}
怒鳴,どな,1,{}
禁欲,きんよく,1,{}
中毒者,ちゅうどくしゃ,1,{}
捜索隊,そうさくたい,1,{}
麻痺,まひ,1,{}
数十年,すうじゅうねん,1,{}
勢力,せいりょく,1,{}
台頭,たいとう,1,{}
三社,さんしゃ,1,{}
新記録,しんきろく,1,{}
反証,はんしょう,1,{}
不条理,ふじょうり,1,{}
募,つの,1,{}
大学病院,だいがくびょういん,1,{}
上演,じょうえん,1,{}
所持,しょじ,1,{}
釣具,つりぐ,1,{}
火器,かき,1,{}
平手,ひらて,1,{}
学術誌,がくじゅつし,1,{}
模写,もしゃ,1,{}
独創,どくそう,1,{}
従軍記者,じゅうぐんきしゃ,1,{}
高名,こうめい,1,{}
樹形,じゅけい,1,{}
初回,しょかい,1,{}
完成版,かんせいばん,1,{}
楽員,がくいん,1,{}
巨匠,きょしょう,1,{}
鞘,さや,1,{}
刃元,はもと,1,{}
荘厳,そうごん,1,{}
失策,しっさく,1,{}
四行,よんぎょう,1,{}
順延,じゅんえん,1,{}
老紳士,ろうしんし,1,{}
召集,しょうしゅう,1,{}
箱型,はこがた,1,{}
主原料,しゅげんりょう,1,{}
卑,いや,1,"{""ひ"": 1}"
敬遠,けいえん,1,{}
特製,とくせい,1,{}
野菜炒,やさいいた,1,{}
蝋,ろう,1,{}
商標,しょうひょう,1,{}
重油,じゅうゆ,1,{}
手荒,てあら,1,{}
画面上,がめんじょう,1,{}
葉先,はさき,1,{}
観劇,かんげき,1,{}
請求額,せいきゅうがく,1,{}
衝動,しょうどう,1,{}
訴訟,そしょう,1,{}
自家製,じかせい,1,{}
煮魚,にざかな,1,{}
業界全体,ぎょうかいぜんたい,1,{}
活性化,かっせいか,1,{}
部族,ぶぞく,1,{}
個人宛,こじんあて,1,{}
発送業務,はっそうぎょうむ,1,{}
接合,せつごう,1,{}
年以上,ねんいじょう,1,{}
境遇,きょうぐう,1,{}
恩恵,おんけい,1,{}
復讐心,ふくしゅうしん,1,{}
信徒,しんと,1,{}
羊飼,ひつじか,1,{}
二階,にかい,1,{}
高峰,こうほう,1,{}
滑空,かっくう,1,{}
機転,きてん,1,{}
凸凹,でこぼこ,1,{}
漁,あさ,1,{}
農,のう,1,{}
勉強家,べんきょうか,1,{}
古来,こらい,1,{}
船団,せんだん,1,{}
監禁,かんきん,1,{}
屈折,くっせつ,1,{}
放射,ほうしゃ,1,{}
十四,じゅうよん,1,{}
多大,ただい,1,{}
短歌,たんか,1,{}
古地,こち,1,{}
財宝,ざいほう,1,{}
相続人,そうぞくにん,1,{}
地所,じしょ,1,{}
電子工学,でんしこうがく,1,{}
封建,ほうけん,1,{}
領,りょう,1,{}
民会,みんかい,1,{}
門出,かどで,1,{}
局所,きょくしょ,1,{}
黙秘,もくひ,1,{}
属州,ぞくしゅう,1,{}
断線,だんせん,1,{}
操船,そうせん,1,{}
林道,りんどう,1,{}
研究成果,けんきゅうせいか,1,{}
追従,ついじゅう,1,{}
夏期,かき,1,{}
校閲者,こうえつしゃ,1,{}
執筆者,しっぴつしゃ,1,{}
原因不明,げんいんふめい,1,{}
政体,せいたい,1,{}
保持者,ほじしゃ,1,{}
悪臭,あくしゅう,1,{}
二十代,にじゅうだい,1,{}
販売数,はんばいすう,1,{}
急務,きゅうむ,1,{}
親方,おやかた,1,{}
捌,さば,1,{}
皮目,かわめ,1,{}
報道姿勢,ほうどうしせい,1,{}
銀河,ぎんが,1,{}
寡黙,かもく,1,{}
掬,すく,1,{}
丸暗記,まるあんき,1,{}
手振,てぶ,1,{}
示唆,しさ,1,{}
列挙,れっきょ,1,{}
移動性,いどうせい,1,{}
暗黒,あんこく,1,{}
異国情緒,いこくじょうちょ,1,{}
国産,こくさん,1,{}
無味,むみ,1,{}
侵入者,しんにゅうしゃ,1,{}
守衛,しゅえい,1,{}
若葉,わかば,1,{}
緋色,ひいろ,1,{}
杭,くい,1,{}
劣化,れっか,1,{}
最新技術,さいしんぎじゅつ,1,{}
学際的,がくさいてき,1,{}
皆既日食,かいきにっしょく,1,{}
史上,しじょう,1,{}
天文現象,てんもんげんしょう,1,{}
黒点,こくてん,1,{}
芳香,ほうこう,1,{}
特番,とくばん,1,{}
敏捷,びんしょう,1,{}
持久力,じきゅうりょく,1,{}
瞬発力,しゅんぱつりょく,1,{}
自炊,じすい,1,{}
外洋,がいよう,1,{}
出航,しゅっこう,1,{}
精製,せいせい,1,{}
手引,てび,1,{}
研究方針,けんきゅうほうしん,1,{}
機能性,きのうせい,1,{}
士官,しかん,1,{}
入隊,にゅうたい,1,{}
艦船,かんせん,1,{}
普遍的,ふへんてき,1,{}
港湾,こうわん,1,{}
猛進,もうしん,1,{}
断定,だんてい,1,{}
外因,がいいん,1,{}
通行料,つうこうりょう,1,{}
賠償金,ばいしょうきん,1,{}
孤独感,こどくかん,1,{}
破裂音,はれつおん,1,{}
銃声,じゅうせい,1,{}
音楽性,おんがくせい,1,{}
透水,とうすい,1,{}
通気性,つうきせい,1,{}
機影,きえい,1,{}
空域,くういき,1,{}
圧政,あっせい,1,{}
反逆者,はんぎゃくしゃ,1,{}
同調者,どうちょうしゃ,1,{}
表沙汰,おもてざた,1,{}
不名誉,ふめいよ,1,{}
褒章,ほうしょう,1,{}
当主,とうしゅ,1,{}
使用人,しようにん,1,{}
研究施設,けんきゅうしせつ,1,{}
即,そく,1,{}
改革案,かいかくあん,1,{}
出力,しゅつりょく,1,{}
依頼者,いらいしゃ,1,{}
風俗,ふうぞく,1,{}
活火山,かっかざん,1,{}
混合,こんごう,1,{}
噴火口,ふんかこう,1,{}
技術職,ぎじゅつしょく,1,{}
授乳,じゅにゅう,1,{}
打撃技,だげきわざ,1,{}
月額,げつがく,1,{}
固定費,こていひ,1,{}
教育課程,きょういくかてい,1,{}
陣,じん,1,{}
誇示,こじ,1,{}
所要,しょよう,1,{}
寒風,かんぷう,1,{}
雨傘,あまがさ,1,{}
他校,たこう,1,{}
見本市,みほんいち,1,{}
隠喩,いんゆ,1,{}
蝕,しょく,1,{}
不道徳,ふどうとく,1,{}
場内,じょうない,1,{}
消費者団体,しょうひしゃだんたい,1,{}
不詳,ふしょう,1,{}
確証,かくしょう,1,{}
種明,たねあき,1,{}
夜釣,よづ,1,{}
蛍火,ほたるび,1,{}
連凧,れんだこ,1,{}
交錯,こうさく,1,{}
選出,せんしゅつ,1,{}
一新,いっしん,1,{}
湯治,とうじ,1,{}
最終発表,さいしゅうはっぴょう,1,{}
丁重,ていちょう,1,{}
不機嫌,ふきげん,1,{}
熟知,じゅくち,1,{}
厩舎,きゅうしゃ,1,{}
騎手,きしゅ,1,{}
伝聞,でんぶん,1,{}
推進,すいしん,1,{}
糾弾,きゅうだん,1,{}
釈明,しゃくめい,1,{}
選手同士,せんしゅどうし,1,{}
大輪,たいりん,1,{}
臆,おく,1,{}
生意気,なまいき,1,{}
提案書,ていあんしょ,1,{}
重症,じゅうしょう,1,{}
塞,ふさ,1,{}
審議,しんぎ,1,{}
一枚岩,いちまいいわ,1,{}
不和,ふわ,1,{}
養育,よういく,1,{}
一件,いっけん,1,{}
次号,じごう,1,{}
爆発的,ばくはつてき,1,{}
決算書,けっさんしょ,1,{}
売上高,うりあげだか,1,{}
純利益,じゅんりえき,1,{}
総計,そうけい,1,{}
受給,じゅきゅう,1,{}
年金,ねんきん,1,{}
顧客名,こきゃくめい,1,{}
簿,ぼ,1,{}
案件,あんけん,1,{}
文化背景,ぶんかはいけい,1,{}
独善的,どくぜんてき,1,{}
決心,けっしん,1,{}
靴箱,くつばこ,1,{}
句,く,1,{}
覚書,おぼえがき,1,{}
貸与,たいよ,1,{}
賃貸借,ちんたいしゃく,1,{}
売買契約,ばいばいけいやく,1,{}
保険契約,ほけんけいやく,1,{}
相乗,あいの,1,{}
公共交通,こうきょうこうつう,1,{}
寝藁,ねわら,1,{}
根底,こんてい,1,{}
疫病,えきびょう,1,{}
人手不足,ひとでぶそく,1,{}
尖,とが,1,{}
低迷,ていめい,1,{}
手違,てちが,1,{}
離乳,りにゅう,1,{}
脱皮,だっぴ,1,{}
孵化,ふか,1,{}
難関,なんかん,1,{}
塾長,じゅくちょう,1,{}
級友,きゅうゆう,1,{}
国際情勢,こくさいじょうせい,1,{}
高騰,こうとう,1,{}
奔走,ほんそう,1,{}
最高裁,さいこうさい,1,{}
下級,かきゅう,1,{}
審,しん,1,{}
原告,げんこく,1,{}
裁量,さいりょう,1,{}
国全体,くにぜんたい,1,{}
不眠,ふみん,1,{}
便秘,べんぴ,1,{}
改札機,かいさつき,1,{}
手押,ておし,1,{}
保証人,ほしょうにん,1,{}
一笑,いっしょう,1,{}
夜行列車,やこうれっしゃ,1,{}
国政,こくせい,1,{}
長老,ちょうろう,1,{}
上院,じょういん,1,{}
是正,ぜせい,1,{}
性差別,せいさべつ,1,{}
廃屋,はいおく,1,{}
復職,ふくしょく,1,{}
在処,ありか,1,{}
給餌,きゅうじ,1,{}
運動量,うんどうりょう,1,{}
番人,ばんにん,1,{}
選定,せんてい,1,{}
置換,ちかん,1,{}
愛飲,あいいん,1,{}
被害額,ひがいがく,1,{}
賠償,ばいしょう,1,{}
律儀,りちぎ,1,{}
観葉植物,かんようしょくぶつ,1,{}
下宿屋,げしゅくや,1,{}
入居者,にゅうきょしゃ,1,{}
往時,おうじ,1,{}
別添,べってん,1,{}
再加熱,さいかねつ,1,{}
除雪,じょせつ,1,{}
居住者,きょじゅうしゃ,1,{}
清々,すがすが,1,{}
記録的,きろくてき,1,{}
深刻化,しんこくか,1,{}
身柄,みがら,1,{}
寒冷地仕様,かんれいちしよう,1,{}
教団,きょうだん,1,{}
二社,にしゃ,1,{}
同業,どうぎょう,1,{}
再起,さいき,1,{}
湿潤,しつじゅん,1,{}
不毛,ふもう,1,{}
社運,しゃうん,1,{}
商談,しょうだん,1,{}
仲間内,なかまうち,1,{}
老婆,ろうば,1,{}
本性,ほんしょう,1,{}
舞台美術,ぶたいびじゅつ,1,{}
同窓,どうそう,1,{}
九十歳,きゅうじゅうさい,1,{}
早世,そうせい,1,{}
看取,かんしゅ,1,{}
長生,ながい,1,{}
内閣,ないかく,1,{}
老人会,ろうじんかい,1,{}
婚約者,こんやくしゃ,1,{}
未亡人,みぼうじん,1,{}
家系,かけい,1,{}
貿易商,ぼうえきしょう,1,{}
古生物,こせいぶつ,1,{}
交通事情,こうつうじじょう,1,{}
誇大,こだい,1,{}
欠席者,けっせきしゃ,1,{}
優先事項,ゆうせんじこう,1,{}
受講者,じゅこうしゃ,1,{}
次回,じかい,1,{}
鉱業,こうぎょう,1,{}
直感,ちょっかん,1,{}
読影,どくえい,1,{}
心電図,しんでんず,1,{}
超音波,ちょうおんぱ,1,{}
血液検査,けつえきけんさ,1,{}
人道的,じんどうてき,1,{}
醸造所,じょうぞうしょ,1,{}
瞬間的,しゅんかんてき,1,{}
名作,めいさく,1,{}
猛烈,もうれつ,1,{}
倍率,ばいりつ,1,{}
情報網,じょうほうもう,1,{}
高山,こうざん,1,{}
新監督,しんかんとく,1,{}
砲撃,ほうげき,1,{}
集中砲火,しゅうちゅうほうか,1,{}
研究会,けんきゅうかい,1,{}
教育者,きょういくしゃ,1,{}
出版者,しゅっぱんしゃ,1,{}
例外処理,れいがいしょり,1,{}
営業職,えいぎょうしょく,1,{}
相手側,あいてがわ,1,{}
私立大学,しりつだいがく,1,{}
保証金,ほしょうきん,1,{}
祝儀,しゅうぎ,1,{}
野党,やとう,1,{}
開発競争,かいはつきょうそう,1,{}
軍服,ぐんぷく,1,{}
七十歳,ななじゅうさい,1,{}
老成,ろうせい,1,{}
下敷,したじ,1,{}
練習前,れんしゅうまえ,1,{}
返還,へんかん,1,{}
私財,しざい,1,{}
倹約家,けんやくか,1,{}
狩猟,しゅりょう,1,{}
中型犬,ちゅうがたけん,1,{}
遵守,じゅんしゅ,1,{}
内面的,ないめんてき,1,{}
外見的,がいけんてき,1,{}
横風,よこかぜ,1,{}
先頭集団,せんとうしゅうだん,1,{}
失速,しっそく,1,{}
宣戦布告,せんせんふこく,1,{}
年齢別,ねんれいべつ,1,{}
売国奴,ばいこくど,1,{}
愛国,あいこく,1,{}
混血,こんけつ,1,{}
雑種,ざっしゅ,1,{}
不定期,ふていき,1,{}
首都高,しゅとこう,1,{}
血脈,けつみゃく,1,{}
逆転勝利,ぎゃくてんしょうり,1,{}
補足説明,ほそくせつめい,1,{}
税率,ぜいりつ,1,{}
括弧,かっこ,1,{}
誤認,ごにん,1,{}
仮設,かせつ,1,{}
試作品,しさくひん,1,{}
翌,よく,1,{}
電動車,でんどうしゃ,1,{}
超小型,ちょうこがた,1,{}
化学反応,かがくはんのう,1,{}
省力化,しょうりょくか,1,{}
生育,せいいく,1,{}
間引,まびき,1,{}
困窮,こんきゅう,1,{}
日曜大工,にちようだいく,1,{}
作業台,さぎょうだい,1,{}
税務署,ぜいむしょ,1,{}
一糸,いっし,1,{}
患部,かんぶ,1,{}
産出量,さんしゅつりょう,1,{}
櫛,くし,1,{}
凛,りん,1,{}
捕食,ほしょく,1,{}
根気,こんき,1,{}
虐待,ぎゃくたい,1,{}
不正行為,ふせいこうい,1,{}
平時,へいじ,1,{}
救援活動,きゅうえんかつどう,1,{}
分隊,ぶんたい,1,{}
石壁,いしかべ,1,{}
何世紀,なんせいき,1,{}
新店,しんみせ,1,{}
諸説,しょせつ,1,{}
一段下,いちだんした,1,{}
周到,しゅうとう,1,{}
図版,ずはん,1,{}
小冊子,しょうさっし,1,{}
社,しゃ,1,{}
提案力,ていあんりょく,1,{}
越冬,えっとう,1,{}
恒久的,こうきゅうてき,1,{}
獅子,しし,1,{}
菜,な,1,{}
藤,ふじ,1,{}
実装,じっそう,1,{}
峠,とうげ,1,{}
随想,ずいそう,1,{}
随筆家,ずいひつか,1,{}
隊形,たいけい,1,{}
盲目的,もうもくてき,1,{}
新規開店,しんきかいてん,1,{}
何代,なんだい,1,{}
文化財,ぶんかざい,1,{}
大邸宅,だいていたく,1,{}
静電気,せいでんき,1,{}
防菌,ぼうきん,1,{}
連合,れんごう,1,{}
競売,きょうばい,1,{}
価値観,かちかん,1,{}
浸透,しんとう,1,{}
初心,しょしん,1,{}
線香,せんこう,1,{}
判然,はんぜん,1,{}
乾麺,かんめん,1,{}
沸騰,ふっとう,1,{}
尿,にょう,1,{}
唾液,だえき,1,{}
児童書,じどうしょ,1,{}
序盤,じょばん,1,{}
年中,ねんじゅう,1,{}
肺炎,はいえん,1,{}
胃炎,いえん,1,{}
腎炎,じんえん,1,{}
中耳炎,ちゅうじえん,1,{}
副葬,ふくそう,1,{}
死生,しせい,1,{}
埋葬,まいそう,1,{}
地方局,ちほうきょく,1,{}
番組編成,ばんぐみへんせい,1,{}
輸送計画,ゆそうけいかく,1,{}
国際標準,こくさいひょうじゅん,1,{}
大樽,おおだる,1,{}
長者,ちょうじゃ,1,{}
両選手,りょうせんしゅ,1,{}
解法,かいほう,1,{}
蔵元,くらもと,1,{}
検査結果,けんさけっか,1,{}
発売後,はつばいご,1,{}
完売,かんばい,1,{}
話題作,わだいさく,1,{}
再版,さいはん,1,{}
報復,ほうふく,1,{}
復讐,ふくしゅう,1,{}
私利,しり,1,{}
公益,こうえき,1,{}
次作,じさく,1,{}
中位,ちゅうい,1,{}
天才的,てんさいてき,1,{}
無私,むし,1,{}
公務,こうむ,1,{}
出資者,しゅっししゃ,1,{}
海産,かいさん,1,{}
有事,ゆうじ,1,{}
高校時代,こうこうじだい,1,{}
中退,ちゅうたい,1,{}
調整役,ちょうせいやく,1,{}
初犯,しょはん,1,{}
人文,じんぶん,1,{}
続々,ぞくぞく,1,{}
監督員,かんとくいん,1,{}
高山植物,こうざんしょくぶつ,1,{}
動物学,どうぶつがく,1,{}
植物学,しょくぶつがく,1,{}
辱,じょく,1,{}
終着駅,しゅうちゃくえき,1,{}
舌鼓,したづつみ,1,{}
債務,さいむ,1,{}
機械室,きかいしつ,1,{}
操作員,そうさいん,1,{}
長距離便,ちょうきょりびん,1,{}
乗員,じょういん,1,{}
過食,かしょく,1,{}
症,しょう,1,{}
拒食症,きょしょくしょう,1,{}
高血圧,こうけつあつ,1,{}
糖尿病,とうにょうびょう,1,{}
月面,げつめん,1,{}
依存性,いぞんせい,1,{}
賭博,とばく,1,{}
熱伝導,ねつでんどう,1,{}
米式,べいしき,1,{}
英式,えいしき,1,{}
継母,ままはは,1,{}
香油,こうゆ,1,{}
軟膏,なんこう,1,{}
周辺住民,しゅうへんじゅうみん,1,{}
不振,ふしん,1,{}
事業部,じぎょうぶ,1,{}
専門外,せんもんがい,1,{}
反意,はんい,1,{}
同義語,どうぎご,1,{}
三度,さんど,1,{}
家宝,かほう,1,{}
一族,いちぞく,1,{}
無造作,むぞうさ,1,{}
鳥観,ちょうかん,1,{}
興亡,こうぼう,1,{}
花崗岩,かこうがん,1,{}
砂岩,さがん,1,{}
玄武,げんぶ,1,{}
靴擦,くつず,1,{}
退役,たいえき,1,{}
戦史,せんし,1,{}
軍艦,ぐんかん,1,{}
交通規制,こうつうきせい,1,{}
当面,とうめん,1,{}
曲調,きょくちょう,1,{}
数小節,すうしょうせつ,1,{}
場違,ばちが,1,{}
見届,みとど,1,{}
讃辞,さんじ,1,{}
高感度,こうかんど,1,{}
兜,かぶと,1,{}
各段落,かくだんらく,1,{}
歯型,はがた,1,{}
色付,いろづけ,1,{}
親密,しんみつ,1,{}
社内報,しゃないほう,1,{}
一端,いったん,1,{}
長期連載,ちょうきれんさい,1,{}
一身,いっしん,1,{}
大股,おおまた,1,{}
条文,じょうぶん,1,{}
授賞式,じゅしょうしき,1,{}
沢水,さわみず,1,{}
煮沸,しゃふつ,1,{}
水源,すいげん,1,{}
畏,おそ,1,{}
滲,にじ,1,{}
弁舌,べんぜつ,1,{}
欺瞞,ぎまん,1,{}
出張者,しゅっちょうしゃ,1,{}
短期滞在,たんきたいざい,1,{}
立会,たちあい,1,{}
小球,しょうきゅう,1,{}
投票方式,とうひょうほうしき,1,{}
観察学習,かんさつがくしゅう,1,{}
猫背,ねこぜ,1,{}
横臥,おうが,1,{}
筆致,ひっち,1,{}
小回,こまわ,1,{}
燃焼,ねんしょう,1,{}
刺激臭,しげきしゅう,1,{}
水銀,すいぎん,1,{}
税収,ぜいしゅう,1,{}
公的資金,こうてきしきん,1,{}
使途,しと,1,{}
岩壁,がんぺき,1,{}
家電製品,かでんせいひん,1,{}
手工芸,しゅこうげい,1,{}
地盤,じばん,1,{}
恩義,おんぎ,1,{}
軽症,けいしょう,1,{}
治癒,ちゆ,1,{}
不能,ふのう,1,{}
輸送機,ゆそうき,1,{}
偵察機,ていさつき,1,{}
新生活,しんせいかつ,1,{}
肉体労働,にくたいろうどう,1,{}
事務書類,じむしょるい,1,{}
言語学者,げんごがくしゃ,1,{}
少年時代,しょうねんじだい,1,{}
出店,でみせ,1,{}
充,み,1,{}
収集家,しゅうしゅうか,1,{}
横道,よこみち,1,{}
迷走,めいそう,1,{}
領主,りょうしゅ,1,{}
責務,せきむ,1,{}
領民,りょうみん,1,{}
退院日,たいいんび,1,{}
論者,ろんしゃ,1,{}
水際,みずぎわ,1,{}
運営方針,うんえいほうしん,1,{}
穏健派,おんけんは,1,{}
急進派,きゅうしんは,1,{}
反体制派,はんたいせいは,1,{}
糖質,とうしつ,1,{}
儲,もう,1,{}
市街地,しがいち,1,{}
堂,どう,1,{}
聖歌,せいか,1,{}
動転,どうてん,1,{}
発光,はっこう,1,{}
出発点,しゅっぱつてん,1,{}
所持品,しょじひん,1,{}
感情論,かんじょうろん,1,{}
数量化,すうりょうか,1,{}
潮流,ちょうりゅう,1,{}
水先,みずさき,1,{}
三角州,さんかくす,1,{}
家風,かふう,1,{}
自由人,じゆうじん,1,{}
排他的,はいたてき,1,{}
字面,じづら,1,{}
形象,けいしょう,1,{}
逐語的,ちくごてき,1,{}
機構,きこう,1,{}
応用研究,おうようけんきゅう,1,{}
社会的責任,しゃかいてきせきにん,1,{}
本好,ほんず,1,{}
嘆願,たんがん,1,{}
仕様変更,しようへんこう,1,{}
冒険的,ぼうけんてき,1,{}
公共事業,こうきょうじぎょう,1,{}
嘲,あざけ,1,{}
両党,りょうとう,1,{}
十代,じゅうだい,1,{}
拙,つたな,1,{}
一案,いちあん,1,{}
憤,いきどお,1,{}
懇切,こんせつ,1,{}
幼児期,ようじき,1,{}
故事,こじ,1,{}
画板,がばん,1,{}
都会的,とかいてき,1,{}
牧歌的,ぼっかてき,1,{}
工業的,こうぎょうてき,1,{}
世話役,せわやく,1,{}
旅行先,りょこうさき,1,{}
電解質,でんかいしつ,1,{}
質草,しちぐさ,1,{}
敷金,しききん,1,{}
礼金,れいきん,1,{}
管理費,かんりひ,1,{}
解析時,かいせきじ,1,{}
誤算,ごさん,1,{}
電力需要,でんりょくじゅよう,1,{}
自発的,じはつてき,1,{}
時間内,じかんない,1,{}
宿主,やどぬし,1,{}
湾内,わんない,1,{}
混在,こんざい,1,{}
造船所,ぞうせんじょ,1,{}
停泊地,ていはくち,1,{}
客員,きゃくいん,1,{}
団員,だんいん,1,{}
美術品,びじゅつひん,1,{}
多面的,ためんてき,1,{}
近代美術,きんだいびじゅつ,1,{}
新風,しんぷう,1,{}
無邪気,むじゃき,1,{}
株主総会,かぶぬしそうかい,1,{}
計器,けいき,1,{}
集約,しゅうやく,1,{}
包摂,ほうせつ,1,{}
難破,なんぱ,1,{}
難破船,なんぱせん,1,{}
実例,じつれい,1,{}
勉学,べんがく,1,{}
帳簿,ちょうぼ,1,{}
順境,じゅんきょう,1,{}
逆境,ぎゃっきょう,1,{}
緊急放送,きんきゅうほうそう,1,{}
縁石,えんせき,1,{}
専門店,せんもんてん,1,{}
相対性,そうたいせい,1,{}
伝令,でんれい,1,{}
重労働,じゅうろうどう,1,{}
原因解明,げんいんかいめい,1,{}
計測器,けいそくき,1,{}
不良,ふりょう,1,{}
百,ひゃく,1,{}
論旨,ろんし,1,{}
帽,ぼう,1,{}
現在地,げんざいち,1,{}
爆撃,ばくげき,1,{}
彫刻刀,ちょうこくとう,1,{}
硬直化,こうちょくか,1,{}
臨場感,りんじょうかん,1,{}
客観視,きゃっかんし,1,{}
眼科医,がんかい,1,{}
網膜,もうまく,1,{}
角膜,かくまく,1,{}
水晶体,すいしょうたい,1,{}
給与,きゅうよ,1,{}
低賃金,ていちんぎん,1,{}
歩合,ぶあい,1,{}
相槌,あいづち,1,{}
名匠,めいしょう,1,{}
流派,りゅうは,1,{}
漠然,ばくぜん,1,{}
世界選手権,せかいせんしゅけん,1,{}
制覇,せいは,1,{}
一点,いってん,1,{}
究極,きゅうきょく,1,{}
緯度,いど,1,{}
経度,けいど,1,{}
小型車,こがたしゃ,1,{}
産業廃棄物,さんぎょうはいきぶつ,1,{}
許可証,きょかしょう,1,{}
内省的,ないせいてき,1,{}
浅薄,せんぱく,1,{}
職歴,しょくれき,1,{}
品格,ひんかく,1,{}
頬紅,ほおべに,1,{}
提唱,ていしょう,1,{}
理論家,りろんか,1,{}
実務家,じつむか,1,{}
発売直後,はつばいちょくご,1,{}
目新,めあたら,1,{}
饒舌,じょうぜつ,1,{}
声高,こわだか,1,{}
船内,せんない,1,{}
船外,せんがい,1,{}
体裁,ていさい,1,{}
主婦,しゅふ,1,{}
養,やしな,1,{}
惜敗,せきはい,1,{}
苦々,にがにが,1,{}
享受,きょうじゅ,1,{}
校外,こうがい,1,{}
低地,ていち,1,{}
島嶼,とうしょ,1,{}
法整備,ほうせいび,1,{}
高揚感,こうようかん,1,{}
疲労困憊,ひろうこんぱい,1,{}
実名,じつめい,1,{}
温泉旅館,おんせんりょかん,1,{}
防音壁,ぼうおんへき,1,{}
抑圧的,よくあつてき,1,{}
宿命,しゅくめい,1,{}
独裁者,どくさいしゃ,1,{}
赴任,ふにん,1,{}
現地語,げんちご,1,{}
免状,めんじょう,1,{}
同国人,どうこくじん,1,{}
我,わ,1,"{""われ"": 1}"
儘,まま,1,{}
法人,ほうじん,1,{}
挨拶状,あいさつじょう,1,{}
一字,いちじ,1,{}
栄冠,えいかん,1,{}
来訪者,らいほうしゃ,1,{}
門番,もんばん,1,{}
応接,おうせつ,1,{}
補助金制度,ほじょきんせいど,1,{}
内角,ないかく,1,{}
楕円,だえん,1,{}
風雨,ふうう,1,{}
塗装済,とそうずみ,1,{}
防水加工,ぼうすいかこう,1,{}
体験者,たいけんしゃ,1,{}
風評,ふうひょう,1,{}
二年次,にねんじ,1,{}
科目,かもく,1,{}
史,し,1,{}
必修,ひっしゅう,1,{}
注記,ちゅうき,1,{}
石化,せきか,1,{}
作図,さくず,1,{}
分度器,ぶんどき,1,{}
五角形,ごかくけい,1,{}
六角形,ろっかっけい,1,{}
非人道的,ひじんどうてき,1,{}
人権意識,じんけんいしき,1,{}
拷問,ごうもん,1,{}
山行,さんこう,1,{}
減退,げんたい,1,{}
増大,ぞうだい,1,{}
明晰,めいせき,1,{}
減衰,げんすい,1,{}
担当範囲,たんとうはんい,1,{}
文書化,ぶんしょか,1,{}
簡素化,かんそか,1,{}
産休,さんきゅう,1,{}
時間外,じかんがい,1,{}
都会人,とかいじん,1,{}
余儀,よぎ,1,{}
視,し,1,{}
再入,さいにゅう,1,{}
面会,めんかい,1,{}
戦時下,せんじか,1,{}
歪曲,わいきょく,1,{}
詳述,しょうじゅつ,1,{}
墓石,はかいし,1,{}
礎石,そせき,1,{}
求人広告,きゅうじんこうこく,1,{}
時評,じひょう,1,{}
死亡記事,しぼうきじ,1,{}
進撃,しんげき,1,{}
気象庁,きしょうちょう,1,{}
発令,はつれい,1,{}
排水路,はいすいろ,1,{}
良心,りょうしん,1,{}
花咲,はなさき,1,{}
未遂,みすい,1,{}
予算削減,よさんさくげん,1,{}
急病,きゅうびょう,1,{}
罠,わな,1,{}
有用,ゆうよう,1,{}
保存性,ほぞんせい,1,{}
注射器,ちゅうしゃき,1,{}
病原体,びょうげんたい,1,{}
訳文,やくぶん,1,{}
優良店,ゆうりょうてん,1,{}
衛生的,えいせいてき,1,{}
自動化,じどうか,1,{}
簿記,ぼき,1,{}
資料集,しりょうしゅう,1,{}
新来,しんらい,1,{}
主筋,しゅうすじ,1,{}
読解,どくかい,1,{}
療養所,りょうようじょ,1,{}
古代神話,こだいしんわ,1,{}
出自,しゅつじ,1,{}
遺志,いし,1,{}
最期,さいご,1,{}
第三,だいさん,1,{}
市制,しせい,1,{}
百周年,ひゃくしゅうねん,1,{}
楽団,がくだん,1,{}
管弦楽,かんげんがく,1,{}
電子音楽,でんしおんがく,1,{}
誠意,せいい,1,{}
時間前,じかんまえ,1,{}
栄養補助食品,えいようほじょしょくひん,1,{}
心理療法,しんりりょうほう,1,{}
因習,いんしゅう,1,{}
家族構成,かぞくこうせい,1,{}
励行,れいこう,1,{}
結膜炎,けつまくえん,1,{}
胃腸,いちょう,1,{}
根本的,こんぽんてき,1,{}
古文書館,こもんじょかん,1,{}
欧州各国,おうしゅうかっこく,1,{}
世間,せけん,1,{}
専門的,せんもんてき,1,{}
時事,じじ,1,{}
実況,じっきょう,1,{}
帆船,はんせん,1,{}
自社,じしゃ,1,{}
明文化,めいぶんか,1,{}
準決勝,じゅんけっしょう,1,{}
真偽,しんぎ,1,{}
各種,かくしゅ,1,{}
波乗,なみのり,1,{}
神経症,しんけいしょう,1,{}
録,ろく,1,{}
教育制度,きょういくせいど,1,{}
座談会,ざだんかい,1,{}
雨量計,うりょうけい,1,{}
町工場,まちこうじょう,1,{}
