kanji,top_reading,top_count,alt_readings_json
飛行機,ひこうき,24,{}
位置,いち,24,{}
人気,にんき,24,{}
抱,かか,24,"{""だ"": 22}"
遠足,えんそく,24,{}
化学,かがく,24,{}
崩,くず,24,{}
匂,にお,24,{}
溶,と,24,"{""よう"": 1}"
一枚,いちまい,24,{}
農家,のうか,24,{}
弁護士,べんごし,24,{}
電子,でんし,24,{}
削除,さくじょ,24,{}
速度,そくど,24,{}
無関係,むかんけい,24,{}
解散,かいさん,24,{}
混乱,こんらん,24,{}
果,は,24,{}
強化,きょうか,24,{}
追加,ついか,24,{}
決断,けつだん,24,{}
満足,まんぞく,24,{}
華,はな,24,{}
更新,こうしん,24,{}
予防,よぼう,24,{}
中立,ちゅうりつ,24,{}
文章,ぶんしょう,23,{}
棄権,きけん,23,{}
機,き,23,{}
二人,ふたり,23,{}
本当,ほんとう,23,{}
親,した,23,"{""おや"": 12}"
嬉,うれ,23,{}
小説,しょうせつ,23,{}
鮮,あざ,23,{}
秒,びょう,23,{}
元,もと,23,{}
弁当,べんとう,23,{}
価値,かち,23,{}
方法,ほうほう,23,{}
貴重,きちょう,23,{}
屋,や,23,{}
施設,しせつ,23,{}
勇気,ゆうき,23,{}
割,わ,23,"{""わり"": 16, ""さ"": 6}"
校長,こうちょう,23,{}
知識,ちしき,23,{}
厚,あつ,23,{}
順番,じゅんばん,23,{}
想像,そうぞう,23,{}
新製品,しんせいひん,23,{}
方向,ほうこう,23,{}
睡眠,すいみん,23,{}
公式,こうしき,23,{}
修理,しゅうり,23,{}
正直,しょうじき,23,{}
印刷,いんさつ,23,{}
延期,えんき,23,{}
役,やく,23,{}
同僚,どうりょう,23,{}
論文,ろんぶん,23,{}
応,おう,23,"{""こた"": 9}"
登山者,とざんしゃ,23,{}
共,とも,23,{}
導入,どうにゅう,23,{}
英国式,えいこくしき,23,{}
最,もっと,22,{}
逃,に,22,"{""のが"": 7}"
審判,しんぱん,22,{}
暖,あたた,22,{}
信,しん,22,{}
理由,りゆう,22,{}
米,こめ,22,{}
運動会,うんどうかい,22,{}
地球,ちきゅう,22,{}
人口,じんこう,22,{}
選挙,せんきょ,22,{}
習,なら,22,{}
時期,じき,22,{}
新幹線,しんかんせん,22,{}
競技,きょうぎ,22,{}
種,たね,22,"{""しゅ"": 2}"
翌日,よくじつ,22,{}
屋上,おくじょう,22,{}
請求書,せいきゅうしょ,22,{}
看護師,かんごし,22,{}
高校,こうこう,22,{}
列,れつ,22,"{""つら"": 5}"
橋,はし,22,{}
塩,しお,22,{}
便利,べんり,22,{}
量,りょう,22,"{""はか"": 4}"
世紀,せいき,22,{}
地,ち,22,{}
工事,こうじ,22,{}
山道,やまみち,22,{}
無料,むりょう,22,{}
段階,だんかい,22,{}
薄,うす,22,"{""はく"": 2}"
継,つ,22,{}
撤去,てっきょ,22,{}
油,あぶら,22,{}
売却,ばいきゃく,22,{}
法律,ほうりつ,22,{}
助言,じょげん,22,{}
流行,りゅうこう,22,"{""はや"": 1}"
照明,しょうめい,22,{}
研修,けんしゅう,22,{}
店主,てんしゅ,22,{}
安定,あんてい,22,{}
手続,てつづ,22,{}
日常,にちじょう,22,{}
医療,いりょう,22,{}
敬称,けいしょう,22,{}
率直,そっちょく,22,{}
以前,いぜん,22,{}
歓喜,かんき,22,{}
拡大,かくだい,22,{}
関係者,かんけいしゃ,22,{}
調査,ちょうさ,22,{}
数値,すうち,22,{}
毎晩,まいばん,21,{}
宝物,たからもの,21,{}
踊,おど,21,{}
信号,しんごう,21,{}
体力,たいりょく,21,{}
中学生,ちゅうがくせい,21,{}
命,いのち,21,"{""めい"": 1}"
距離,きょり,21,{}
構成,こうせい,21,{}
黄色,きいろ,21,{}
災害,さいがい,21,{}
治療,ちりょう,21,{}
気分,きぶん,21,{}
詩,し,21,{}
根,ね,21,{}
贈,おく,21,{}
日本語,にほんご,21,{}
移,うつ,21,{}
農業,のうぎょう,21,{}
注,そそ,21,{}
紅茶,こうちゃ,21,{}
底,そこ,21,{}
鍵,かぎ,21,{}
行列,ぎょうれつ,21,{}
気温,きおん,21,{}
釣,つ,21,{}
夜中,よなか,21,{}
布,ぬの,21,{}
群,む,21,"{""ぐん"": 3, ""むら"": 1}"
完璧,かんぺき,21,{}
貯金,ちょきん,21,{}
無事,ぶじ,21,{}
事件,じけん,21,{}
導,みちび,21,{}
提供,ていきょう,21,{}
利益,りえき,21,{}
編集者,へんしゅうしゃ,21,{}
期待,きたい,21,{}
指導,しどう,21,{}
証拠,しょうこ,21,{}
契約,けいやく,21,{}
業者,ぎょうしゃ,21,{}
責任,せきにん,21,{}
主張,しゅちょう,21,{}
空港,くうこう,21,{}
資格,しかく,21,{}
達成,たっせい,21,{}
業務,ぎょうむ,21,{}
線,せん,20,{}
鼻,はな,20,{}
硬,かた,20,"{""がた"": 5}"
夕暮,ゆうぐ,20,{}
卒業式,そつぎょうしき,20,{}
固,かた,20,{}
特,とく,20,{}
滑,すべ,20,"{""なめ"": 12}"
土,つち,20,{}
最近,さいきん,20,{}
段,だん,20,{}
種類,しゅるい,20,{}
教会,きょうかい,20,{}
会,かい,20,"{""あ"": 17}"
出発,しゅっぱつ,20,{}
解説,かいせつ,20,{}
一部,いちぶ,20,{}
慌,あわ,20,{}
選択,せんたく,20,{}
心配,しんぱい,20,{}
隅,すみ,20,{}
初日,しょにち,20,{}
雷,かみなり,20,{}
客席,きゃくせき,20,{}
願,ねが,20,{}
秘密,ひみつ,20,{}
目指,めざ,20,{}
設計,せっけい,20,{}
職員,しょくいん,20,{}
再生,さいせい,20,{}
念,ねん,20,{}
最高,さいこう,20,{}
結末,けつまつ,20,{}
奪,うば,20,{}
公開,こうかい,20,{}
吸,す,20,{}
請求,せいきゅう,20,{}
賞,しょう,20,{}
親戚,しんせき,20,{}
誤解,ごかい,20,{}
招,まね,20,{}
新鮮,しんせん,20,{}
毛布,もうふ,20,{}
推奨,すいしょう,20,{}
漂,ただよ,20,{}
開発,かいはつ,20,{}
平凡,へいぼん,20,{}
記事,きじ,20,{}
見入,みい,20,{}
見逃,みのが,20,{}
傍観者,ぼうかんしゃ,20,{}
来場者,らいじょうしゃ,20,{}
反映,はんえい,20,{}
事前,じぜん,20,{}
半年後,はんとしご,20,{}
裏,うら,19,{}
中学,ちゅうがく,19,{}
腹,はら,19,"{""なか"": 12}"
太,ふと,19,{}
雑誌,ざっし,19,{}
体育,たいいく,19,{}
面,めん,19,{}
泣,な,19,{}
断,ことわ,19,"{""た"": 2}"
範囲,はんい,19,{}
干,ほ,19,"{""かん"": 5}"
身体,しんたい,19,{}
出席,しゅっせき,19,{}
短縮形,たんしゅくけい,19,{}
悪,わる,19,"{""あく"": 2}"
飯,めし,19,{}
成績,せいせき,19,{}
弱,よわ,19,{}
大会,たいかい,19,{}
人物,じんぶつ,19,{}
材料,ざいりょう,19,{}
服装,ふくそう,19,{}
部品,ぶひん,19,{}
苦手,にがて,19,{}
草原,そうげん,19,{}
表面,ひょうめん,19,{}
最大,さいだい,19,{}
財布,さいふ,19,{}
玉,たま,19,{}
村,むら,19,{}
舞,ま,19,{}
俳優,はいゆう,19,{}
収穫,しゅうかく,19,{}
新作,しんさく,19,{}
興味,きょうみ,19,{}
面白,おもしろ,19,{}
鍋,なべ,19,{}
端,はじ,19,{}
地下,ちか,19,{}
照,て,19,{}
大事,だいじ,19,{}
放置,ほうち,19,{}
死,し,19,{}
高齢者,こうれいしゃ,19,{}
案,あん,19,{}
式典,しきてん,19,{}
築,きづ,19,{}
定番,ていばん,19,{}
直接,ちょくせつ,19,{}
発表会,はっぴょうかい,19,{}
西,にし,19,{}
表示,ひょうじ,19,{}
寄付,きふ,19,{}
班,はん,19,{}
結婚,けっこん,19,{}
公平,こうへい,19,{}
報告書,ほうこくしょ,19,{}
繁栄,はんえい,19,{}
悪化,あっか,19,{}
組織,そしき,19,{}
運営,うんえい,19,{}
地味,じみ,19,{}
登場,とうじょう,19,{}
条件,じょうけん,19,{}
耐,た,19,{}
震,ふる,19,"{""しん"": 4}"
効率,こうりつ,19,{}
交渉,こうしょう,19,{}
述,の,19,{}
雇用,こよう,19,{}
分析,ぶんせき,19,{}
講師,こうし,19,{}
適切,てきせつ,19,{}
細部,さいぶ,19,{}
説明会,せつめいかい,19,{}
反応,はんのう,19,{}
周,まわ,18,"{""しゅう"": 5}"
背中,せなか,18,{}
昼,ひる,18,{}
去,さ,18,{}
手作,てづく,18,{}
本棚,ほんだな,18,{}
少年,しょうねん,18,{}
残念,ざんねん,18,{}
短縮,たんしゅく,18,{}
調,しら,18,{}
映画館,えいがかん,18,{}
咲,さ,18,{}
展開,てんかい,18,{}
人間,にんげん,18,{}
切手,きって,18,{}
順,じゅん,18,{}
手伝,てつだ,18,{}
昨日,きのう,18,{}
掃除,そうじ,18,{}
運転手,うんてんしゅ,18,{}
異,こと,18,{}
言語,げんご,18,{}
画家,がか,18,{}
副詞,ふくし,18,{}
完了,かんりょう,18,{}
載,の,18,{}
靴下,くつした,18,{}
才能,さいのう,18,{}
最終,さいしゅう,18,{}
早朝,そうちょう,18,{}
得意,とくい,18,{}
回収,かいしゅう,18,{}
通学路,つうがくろ,18,{}
現実,げんじつ,18,{}
疑,うたが,18,{}
個人的,こじんてき,18,{}
領収書,りょうしゅうしょ,18,{}
激,はげ,18,{}
瓶,びん,18,{}
皮肉,ひにく,18,{}
無駄,むだ,18,{}
可能,かのう,18,{}
尽,つ,18,{}
絶,た,18,"{""ぜっ"": 2}"
失望,しつぼう,18,{}
実感,じっかん,18,{}
妨害,ぼうがい,18,{}
推測,すいそく,18,{}
謝罪,しゃざい,18,{}
効果,こうか,18,{}
店舗,てんぽ,18,{}
縮小,しゅくしょう,18,{}
視線,しせん,18,{}
緊急,きんきゅう,18,{}
意,い,18,{}
強制的,きょうせいてき,18,{}
当日,とうじつ,18,{}
検討,けんとう,18,{}
維持,いじ,18,{}
基本,きほん,17,{}
中古,ちゅうこ,17,{}
昔,むかし,17,{}
万円,まんえん,17,{}
分間,ふんかん,17,{}
噛,か,17,{}
頂上,ちょうじょう,17,{}
火,ひ,17,"{""び"": 1}"
常,つね,17,{}
困,こま,17,{}
茶,ちゃ,17,{}
容器,ようき,17,{}
全般,ぜんぱん,17,{}
植物,しょくぶつ,17,{}
正月,しょうがつ,17,{}
倒,たお,17,{}
我慢,がまん,17,{}
鉛筆,えんぴつ,17,{}
慣,な,17,{}
城,しろ,17,{}
高速道路,こうそくどうろ,17,{}
幅,はば,17,{}
鋭,するど,17,{}
払,はら,17,{}
東,ひがし,17,{}
夕日,ゆうひ,17,{}
宗教,しゅうきょう,17,{}
台,だい,17,{}
世話,せわ,17,{}
合間,あいま,17,{}
装備,そうび,17,{}
布団,ふとん,17,{}
上着,うわぎ,17,{}
委員,いいん,17,{}
砂漠,さばく,17,{}
折,お,17,{}
栄養,えいよう,17,{}
煙,けむり,17,{}
心臓,しんぞう,17,{}
屋外,おくがい,17,{}
窓口,まどぐち,17,{}
通訳,つうやく,17,{}
金属,きんぞく,17,{}
王,おう,17,{}
検査,けんさ,17,{}
生命,せいめい,17,{}
土台,どだい,17,{}
避難,ひなん,17,{}
至,いた,17,{}
員,いん,17,{}
出張,しゅっちょう,17,{}
推薦,すいせん,17,{}
違法,いほう,17,{}
観客席,かんきゃくせき,17,{}
返却,へんきゃく,17,{}
許可,きょか,17,{}
詩人,しじん,17,{}
即座,そくざ,17,{}
通知,つうち,17,{}
彩,いろど,17,"{""さい"": 4}"
豪華,ごうか,17,{}
騒音,そうおん,17,{}
予想外,よそうがい,17,{}
注目,ちゅうもく,17,{}
通行人,つうこうにん,17,{}
片手,かたて,17,{}
演説,えんぜつ,17,{}
見違,みちが,17,{}
放棄,ほうき,17,{}
宿,やど,17,{}
繊細,せんさい,17,{}
練,ね,17,{}
最小限,さいしょうげん,17,{}
後押,あとお,17,{}
変動,へんどう,17,{}
担当者,たんとうしゃ,17,{}
委員会,いいんかい,17,{}
多義,たぎ,16,{}
特徴,とくちょう,16,{}
穴,あな,16,{}
負,ま,16,"{""お"": 1}"
涼,すず,16,"{""りょう"": 1}"
夜空,よぞら,16,{}
網,あみ,16,{}
強調,きょうちょう,16,{}
頭痛,ずつう,16,{}
挨拶,あいさつ,16,{}
辛,つら,16,"{""かろ"": 1}"
地面,じめん,16,{}
握手,あくしゅ,16,{}
親友,しんゆう,16,{}
節約,せつやく,16,{}
嫌,きら,16,"{""いや"": 3}"
中国,ちゅうごく,16,{}
合唱,がっしょう,16,{}
親切,しんせつ,16,{}
馬,うま,16,{}
絵本,えほん,16,{}
縮,ちぢ,16,"{""しゅく"": 1}"
狭,せま,16,"{""せば"": 4}"
平日,へいじつ,16,{}
顕微鏡,けんびきょう,16,{}
団体,だんたい,16,{}
球技,きゅうぎ,16,{}
職業,しょくぎょう,16,{}
上手,じょうず,16,{}
冗談,じょうだん,16,{}
砂糖,さとう,16,{}
交換,こうかん,16,{}
感動,かんどう,16,{}
要点,ようてん,16,{}
比較,ひかく,16,{}
印象,いんしょう,16,{}
金色,きんいろ,16,{}
変更,へんこう,16,{}
本物,ほんもの,16,{}
屋敷,やしき,16,{}
配布,はいふ,16,{}
競争,きょうそう,16,{}
直前,ちょくぜん,16,{}
粉,こな,16,{}
警察,けいさつ,16,{}
歴史的,れきしてき,16,{}
担,にな,16,"{""かつ"": 1}"
返品,へんぴん,16,{}
足元,あしもと,16,{}
分類,ぶんるい,16,{}
野生,やせい,16,{}
生物,せいぶつ,16,{}
皮,かわ,16,{}
式,しき,16,{}
徐々,じょじょ,16,{}
今後,こんご,16,{}
身近,みじか,16,{}
発想,はっそう,16,{}
生徒会,せいとかい,16,{}
膝,ひざ,16,{}
落胆,らくたん,16,{}
感覚,かんかく,16,{}
前夜,ぜんや,16,{}
試,ため,16,"{""こころ"": 8}"
輸入,ゆにゅう,16,{}
豊富,ほうふ,16,{}
報道,ほうどう,16,{}
不快,ふかい,16,{}
経済的,けいざいてき,16,{}
物資,ぶっし,16,{}
免除,めんじょ,16,{}
乗客,じょうきゃく,16,{}
後退,こうたい,16,{}
専門,せんもん,16,{}
解体,かいたい,16,{}
古典,こてん,16,{}
企画,きかく,16,{}
整然,せいぜん,16,{}
関心,かんしん,16,{}
惜,お,16,{}
承認,しょうにん,16,{}
短期,たんき,16,{}
息子,むすこ,15,{}
実,み,15,"{""みの"": 11, ""じつ"": 7}"
子犬,こいぬ,15,{}
東京,とうきょう,15,{}
諦,あきら,15,{}
他人,たにん,15,{}
液体,えきたい,15,{}
譲,ゆず,15,{}
水泳,すいえい,15,{}
所,ところ,15,{}
動物園,どうぶつえん,15,{}
事情,じじょう,15,{}
場合,ばあい,15,{}
教科,きょうか,15,{}
肌,はだ,15,{}
羽,はね,15,"{""わ"": 4}"
学年,がくねん,15,{}
楽器,がっき,15,{}
億,おく,15,{}
文,ぶん,15,{}
故障,こしょう,15,{}
小学校,しょうがっこう,15,{}
巡,めぐ,15,"{""じゅん"": 1}"
日曜,にちよう,15,{}
草,くさ,15,{}
挟,はさ,15,{}
万人,まんにん,15,{}
兄弟,きょうだい,15,{}
文法,ぶんぽう,15,{}
冒頭,ぼうとう,15,{}
集会,しゅうかい,15,{}
手洗,てあら,15,{}
写,うつ,15,{}
英,えい,15,{}
延長,えんちょう,15,{}
夕焼,ゆうや,15,{}
銀行,ぎんこう,15,{}
具体的,ぐたいてき,15,{}
挑,いど,15,"{""ちょう"": 1}"
電池,でんち,15,{}
工具,こうぐ,15,{}
連続,れんぞく,15,{}
型,かた,15,{}
水面,すいめん,15,{}
堂々,どうどう,15,{}
地震,じしん,15,{}
最終的,さいしゅうてき,15,{}
商人,しょうにん,15,{}
兵士,へいし,15,{}
絵画,かいが,15,{}
批判,ひはん,15,{}
手術,しゅじゅつ,15,{}
実現,じつげん,15,{}
国際,こくさい,15,{}
各国,かっこく,15,{}
蒸,む,15,"{""じょう"": 2}"
銀,ぎん,15,{}
設備,せつび,15,{}
社長,しゃちょう,15,{}
象徴,しょうちょう,15,{}
豆,まめ,15,{}
案内人,あんないにん,15,{}
扉,とびら,15,{}
改装,かいそう,15,{}
要約,ようやく,15,{}
操作,そうさ,15,{}
光景,こうけい,15,{}
見出,みだ,15,{}
緩,ゆる,15,{}
祝祭,しゅくさい,15,{}
精度,せいど,15,{}
監視,かんし,15,{}
利用,りよう,15,{}
厳格,げんかく,15,{}
予期,よき,15,{}
解放,かいほう,15,{}
向上,こうじょう,15,{}
大幅,おおはば,15,{}
積極的,せっきょくてき,15,{}
迅速,じんそく,15,{}
段階的,だんかいてき,15,{}
視聴者,しちょうしゃ,15,{}
外部,がいぶ,15,{}
和解,わかい,15,{}
過去,かこ,14,{}
手袋,てぶくろ,14,{}
蹴,け,14,{}
杯,はい,14,{}
治,なお,14,"{""おさ"": 5}"
日記,にっき,14,{}
北,きた,14,{}
給食,きゅうしょく,14,{}
踏切,ふみきり,14,{}
夏祭,なつまつ,14,{}
屋台,やたい,14,{}
内,ない,14,{}
政治,せいじ,14,{}
家族全員,かぞくぜんいん,14,{}
講座,こうざ,14,{}
担当,たんとう,14,{}
両面,りょうめん,14,{}
卒業,そつぎょう,14,{}
頻繁,ひんぱん,14,{}
図書室,としょしつ,14,{}
煙突,えんとつ,14,{}
工業,こうぎょう,14,{}
停電,ていでん,14,{}
苦,にが,14,"{""くる"": 14, ""く"": 1}"
校舎,こうしゃ,14,{}
濡,ぬ,14,{}
物事,ものごと,14,{}
放送,ほうそう,14,{}
暗記,あんき,14,{}
湯気,ゆげ,14,{}
絶対,ぜったい,14,{}
目立,めだ,14,{}
不要,ふよう,14,{}
師,し,14,{}
立派,りっぱ,14,{}
絶滅,ぜつめつ,14,{}
装飾,そうしょく,14,{}
適当,てきとう,14,{}
国際的,こくさいてき,14,{}
炎,ほのお,14,{}
防犯,ぼうはん,14,{}
書店,しょてん,14,{}
援助,えんじょ,14,{}
登場人物,とうじょうじんぶつ,14,{}
障害,しょうがい,14,{}
卒業生,そつぎょうせい,14,{}
一本,いっぽん,14,{}
額,ひたい,14,{}
開店,かいてん,14,{}
市長,しちょう,14,{}
生産,せいさん,14,{}
祝賀,しゅくが,14,{}
被災地,ひさいち,14,{}
礼儀正,れいぎただ,14,{}
現地,げんち,14,{}
性別,せいべつ,14,{}
漏,も,14,{}
勤勉,きんべん,14,{}
海辺,うみべ,14,{}
詳細,しょうさい,14,{}
背景,はいけい,14,{}
貢献,こうけん,14,{}
採用,さいよう,14,{}
無理,むり,14,{}
各地,かくち,14,{}
負担,ふたん,14,{}
矛盾,むじゅん,14,{}
研究室,けんきゅうしつ,14,{}
家計,かけい,14,{}
面接官,めんせつかん,14,{}
利用者,りようしゃ,14,{}
学会,がっかい,14,{}
取材,しゅざい,14,{}
把握,はあく,14,{}
道筋,みちすじ,14,{}
同音,どうおん,13,{}
北海道,ほっかいどう,13,{}
国家,こっか,13,{}
果物,くだもの,13,{}
両手,りょうて,13,{}
満点,まんてん,13,{}
歌手,かしゅ,13,{}
中身,なかみ,13,{}
中間,ちゅうかん,13,{}
虫,むし,13,{}
投票,とうひょう,13,{}
合図,あいず,13,{}
運転,うんてん,13,{}
桃,もも,13,{}
牛,うし,13,{}
封筒,ふうとう,13,{}
素晴,すば,13,{}
去年,きょねん,13,{}
回転,かいてん,13,{}
歌詞,かし,13,{}
牧場,ぼくじょう,13,{}
糸,いと,13,{}
揚,あ,13,{}
細胞,さいぼう,13,{}
戦,せん,13,"{""たたか"": 13}"
訓練,くんれん,13,{}
字,じ,13,{}
事務所,じむしょ,13,{}
売店,ばいてん,13,{}
犯人,はんにん,13,{}
時刻,じこく,13,{}
欄,らん,13,{}
器,うつわ,13,{}
包丁,ほうちょう,13,{}
支払,しはら,13,{}
小屋,こや,13,{}
級,きゅう,13,{}
一言,ひとこと,13,{}
来客,らいきゃく,13,{}
告,つ,13,{}
称,しょう,13,"{""たた"": 9}"
天気予報,てんきよほう,13,{}
顧問,こもん,13,{}
遅刻,ちこく,13,{}
砂,すな,13,{}
汚染,おせん,13,{}
賛成,さんせい,13,{}
決定,けってい,13,{}
万,まん,13,{}
劇,げき,13,{}
後半,こうはん,13,{}
手帳,てちょう,13,{}
預,あず,13,{}
救,すく,13,{}
真剣,しんけん,13,{}
食品,しょくひん,13,{}
編,あ,13,{}
応募,おうぼ,13,{}
観光地,かんこうち,13,{}
貫,つらぬ,13,"{""かん"": 1}"
国内,こくない,13,{}
見通,みとお,13,{}
人類,じんるい,13,{}
掲,かか,13,{}
紹介,しょうかい,13,{}
輸出,ゆしゅつ,13,{}
魅了,みりょう,13,{}
活発,かっぱつ,13,{}
恥,は,13,"{""はじ"": 1}"
銅,どう,13,{}
角,かく,13,"{""かど"": 1}"
苦情,くじょう,13,{}
妨,さまた,13,{}
下着,したぎ,13,{}
創作,そうさく,13,{}
好奇心,こうきしん,13,{}
傾向,けいこう,13,{}
定期的,ていきてき,13,{}
懐,なつ,13,{}
天候,てんこう,13,{}
家電,かでん,13,{}
気軽,きがる,13,{}
講演,こうえん,13,{}
機能,きのう,13,{}
未熟,みじゅく,13,{}
教員,きょういん,13,{}
期,き,13,{}
夜遅,よるおそ,13,{}
検証,けんしょう,13,{}
促,うなが,13,{}
